dhatu_hk	gana	pada	meaning_en	number	dhatu_slp1	dhatu_with_anubandha
vall	1	atmanepada	saMvaraNe saJcalane ca	0565	vall	valla!
valh	1	atmanepada	paribhASaNahiMsAcchAdaneSu	0728	valh	valha!
vaz	2	parasmaipada	kAntau	0075	vaS	vaSa!
vaS	1	parasmaipada	hiMsArthaH	0787	vaz	vaza!
vasa	10	ubhayapada	nivAse	0488	vasa	vasa
vas	2	atmanepada	AcchAdane	0013	vas	vasa!
vas	1	parasmaipada	nivAse	1160	vas	vasa!
vas	4	parasmaipada	stambhe	0111	vas	vasu!
vas	10	ubhayapada	snehacchedApaharaNeSu	0273	vas	vasa!
vask	1	atmanepada	gatyarthaH	0106	vask	vaska!
vast	10	atmanepada	ardane ityeke	0205	vast	vasta!
vah	1	ubhayapada	prApaNe	1159	vah	vaha!
vA	2	parasmaipada	gatigandhanayoH	0045	vA	vA
vAGkS	1	parasmaipada	kAGkSAyAm	0761	vANkz	vAkzi!
vAJch	1	parasmaipada	icchAyAm	0236	vAYC	vACi!
vAD	1	atmanepada	AplAvye ityeke	0321	vAq	vAqf!
vAta	10	ubhayapada	sukhasevanayoH	0424	vAta	vAta
vAvRt	4	atmanepada	varaNe vartane iti kecit	0056	vAvft	vAvftu!
vAz	4	atmanepada	zabde	0059	vAS	vASf!
vAsa	10	ubhayapada	upasevAyAm	0426	vAsa	vAsa
vic	7	ubhayapada	pRthagbhAve	0005	vic	vici!r
vich	10	ubhayapada	bhASArthaH	0304	viC	viCa!
vich	6	parasmaipada	gatau	0159	viC	viCa!
vij	3	ubhayapada	pRthagbhAve	0013	vij	viji!r
vij	6	atmanepada	bhayacalanayoH	0009	vij	o!vijI!
vij	7	parasmaipada	bhayacalanayoH	0023	vij	o!vijI!
viT	1	parasmaipada	zabde	0354	viw	viwa!
vith	1	atmanepada	yAcane	0033	viT	viTf!
vid	10	atmanepada	cetanAkhyAnanivAseSu	0232	vid	vida!
vid	2	parasmaipada	jJAne	0059	vid	vida!
vid	6	ubhayapada	lAbhe	0168	vid	vidx!
vid	7	atmanepada	vicAraNe	0013	vid	vida!
vid	4	atmanepada	sattAyAm	0067	vid	vida!
vidh	6	parasmaipada	vidhAne	0050	viD	viDa!
vip	10	ubhayapada	kSepe cetyeke	0138	vip	vipa!
vil	10	ubhayapada	kSepe	0094	vil	vila!
vil	6	parasmaipada	saMvaraNe	0085	vil	vila!
viz	6	parasmaipada	pravezane	0160	viS	viSa!
viS	1	parasmaipada	secane	0794	viz	vizu!
viS	9	parasmaipada	viprayoge	0062	viz	viza!
viS	3	ubhayapada	vyAptau	0014	viz	vizx!
viSka	10	ubhayapada	darzane	0486	vizka	vizka
viSk	10	atmanepada	hiMsAyAm	0207	vizk	vizka!
vis	1	parasmaipada	gatau	0818	vis	visa!
bis	4	parasmaipada	preraNe ityeke	0124	bis	bisa!
vI	2	parasmaipada	gatiprajanakAntyasanakhAdaneSu	0043	vI	vI
vIj	1	atmanepada	gatau	0209	vIj	vIja!
vIra	10	atmanepada	vikrAntau	0445	vIra	vIra
vuGg	1	parasmaipada	varjane ityeke	0178	vuNg	vugi!
vus	4	parasmaipada	vibhAge iti kecit	0118	vus	vusa!
vR	10	ubhayapada	AvaraNe	0345	vf	vfY
vR	5	ubhayapada	varaNe	0008	vf	vfY
vR	9	atmanepada	sambhaktau	0045	vf	vfN
vRMh	10	ubhayapada	bhASArthaH	0299	vfMh	vfhi!
vRMh	1	parasmaipada	vRddhau bRhi! vRhi! zabde ca	0837	vfMh	vfhi!
vRk	1	atmanepada	AdAne	0097	vfk	vfka!
vRkS	1	atmanepada	varaNe	0688	vfkz	vfkza!
vRj	10	ubhayapada	varjane	0344	vfj	vfjI!
vRj	2	atmanepada	varjane	0022	vfj	vfjI!
vRj	7	parasmaipada	varjane	0024	vfj	vfjI!
vRJj	2	atmanepada	varjane ityeke	0023	vfYj	vfji!
vRN	6	parasmaipada	ca prINane	0056	vfR	vfRa!
vRt	10	ubhayapada	bhASArthaH	0312	vft	vftu!
vRt	4	atmanepada	varaNe vartane	0055	vft	vftu!
vRt	1	atmanepada	vartane	0862	vft	vftu!
vRdh	10	ubhayapada	bhASArthAH	0313	vfD	vfDu!
vRdh	1	atmanepada	vRdhau	0863	vfD	vfDu!
vRz	4	parasmaipada	varaNe	0139	vfS	vfSa!
vRS	1	parasmaipada	secane hiMsAsaGklezanayozca	0803	vfz	vfzu!
vRS	10	atmanepada	zaktibandhane	0228	vfz	vfza!
vRh	6	parasmaipada	udyamane	0073	vfh	vfhU!
vRR	9	ubhayapada	varaNe	0019	vF	vFY
vRR	9	parasmaipada	varaNe bharaNa ityeke	0023	vF	vF
ve	1	ubhayapada	tantusantAne	1161	ve	veY
veN	1	ubhayapada	gatijJAnacintAnizAmanavAditragrahaNeSu	1018	veR	veRf!
veth	1	atmanepada	yAcane	0034	veT	veTf!
ven	1	ubhayapada	gatijJAnacintAnizAmanavAditragrahaNeSu ityeke	1019	ven	venf!
vep	1	atmanepada	kampane	0425	vep	wuvepf!
vela	10	ubhayapada	kAlopadeze	0421	vela	vela
vel	1	parasmaipada	calane	0614	vel	velf!
vell	1	parasmaipada	calane	0619	vell	vella!
vevI	2	atmanepada	vetinA tulye	0072	vevI	vevIN
veST	1	atmanepada	veSTane	0288	vezw	vezwa!
ves	1	parasmaipada	gatau	0819	ves	vesa!
veh	1	atmanepada	prayatne	0730	veh	vehf!
vehl	1	parasmaipada	calane	0620	vehl	vehla!
vai	1	parasmaipada	zoSaNe	1070	vE	o!vE
vyac	6	parasmaipada	vyAjIkaraNe	0013	vyac	vyaca!
vyath	1	atmanepada	bhayasaJcalanayoH	0868	vyaT	vyaTa!
vyadh	4	parasmaipada	tADane	0078	vyaD	vyaDa!
vyap	10	ubhayapada	kSepe	0136	vyap	vyapa!
vyaya	10	ubhayapada	vittasamutsarge	0478	vyaya	vyaya
vyay	10	ubhayapada	kSepe catyeke	0137	vyay	vyaya!
vyay	1	ubhayapada	gatau	1024	vyay	vyaya!
vyuS	4	parasmaipada	dAhe	0114	vyuz	vyuza!
vyus	4	parasmaipada	vibhAge ityeke	0115	vyus	vyusa!
vyus	10	ubhayapada	hasane sahane cetyeke ityeke	0276	vyus	vyusa!
vye	1	ubhayapada	saMvaraNe	1162	vye	vyeY
vraj	1	parasmaipada	gatau	0247	vraj	vraja!
vraj	10	ubhayapada	mArgasaMskAragatyoH	0109	vraj	vraja!
vraJj	1	parasmaipada	gatau	0248	vraYj	vraji!
vraNa	10	ubhayapada	gAtravicUrNane	0483	vraRa	vraRa
vraN	1	parasmaipada	zabdArthaH	0519	vraR	vraRa!
vrazc	6	parasmaipada	chedane	0012	vraSc	o!vraScU!
vrI	9	parasmaipada	varaNe	0040	vrI	vrI
vrI	4	atmanepada	vRNotyarthe!	0035	vrI	vrIN
vrID	4	parasmaipada	codane lajjAyAM ca	0021	vrIq	vrIqa!
vruD	6	parasmaipada	saMvaraNe	0127	vruq	vruqa!
vrUS	10	ubhayapada	hiMsAyAm ityanye	0176	vrUz	vrUza!
vrUs	10	ubhayapada	hiMsAyAm ityeke	0174	vrUs	vrUsa!
vlI	9	parasmaipada	varaNe	0037	vlI	vlI
zaMs	1	parasmaipada	stutau durgatAvapItyeke iti durgaH	0829	SaMs	SaMsu!
zak	4	ubhayapada	vibhASito marSaNe	0084	Sak	Saka!
zak	5	parasmaipada	zaktau	0017	Sak	Sakx!
zaGk	1	atmanepada	zaGkAyAm	0091	SaNk	Saki!
zac	1	atmanepada	vyaktAyAM vAci	0189	Sac	Saca!
zaT	1	parasmaipada	rujAvizaraNagatyavasAdaneSu	0336	Saw	Sawa!
zaTha	10	ubhayapada	samyagavabhASaNe	0392	SaWa	SaWa
zaTh	10	atmanepada	asaMskAragatyoH	0041	SaW	SaWa!
zaTh	1	parasmaipada	hiMsAsaGklezanayoH kaitave ca	0394	SaW	SaWa!
zaN	1	parasmaipada	gatau dAne ca zaNa! gatAvityanye	0906	SaR	SaRa!
zaND	1	atmanepada	rujAyAM saGghAte ca	0313	SaRq	Saqi!
zad	6	parasmaipada	zAtane	0164	Sad	Sadx!
zad	1	parasmaipada	zAtane	0991	Sad	Sadx!
zap	4	ubhayapada	Akroze	0064	Sap	Sapa!
zap	1	ubhayapada	Akroze	1155	Sap	Sapa!
zabd	10	ubhayapada	bhASaNe zabdakriyAyAm upasargAdAviSkAre ca	0239	Sabd	Sabda!
zam	10	atmanepada	Alocane zamo darzane na mit 1952	0218	Sam	Sama!
zam	4	parasmaipada	upazame	0098	Sam	Samu!
zamb	10	ubhayapada	sambandhane ca	0031	Samb	Samba!
zarb	1	parasmaipada	gatau	0489	Sarb	Sarba!
zarv	1	parasmaipada	hiMsAyAm	0668	Sarv	Sarva!
zal	1	parasmaipada	gatau	0977	Sal	Sala!
zal	1	atmanepada	calanasaMvaraNayoH	0563	Sal	Sala!
zalbh	1	atmanepada	katthane	0455	SalB	SalBa!
zav	1	parasmaipada	gatau	0826	Sav	Sava!
zaz	1	parasmaipada	plutagatau	0827	SaS	SaSa!
zaS	1	parasmaipada	hiMsArthaH	0786	Saz	Saza!
zas	1	parasmaipada	hiMsAyAm	0828	Sas	Sasu!
zAkh	1	parasmaipada	vyAptau	0134	SAK	SAKf!
zAD	1	atmanepada	zlAghAyAm	0324	SAq	SAqf!
zAn	1	ubhayapada	tejane avatejane	1150	SAn	SAna!
zAntv	10	ubhayapada	sAmaprayoge ityeke	0052	SAntv	SAntva!
zAs	2	parasmaipada	anuziSTau	0070	SAs	SAsu!
zi	5	ubhayapada	nizAne	0003	Si	SiY
zikS	1	atmanepada	vidyopAdAne	0689	Sikz	Sikza!
ziGkh	1	parasmaipada	gatyarthaH ityapi kecit	0174	SiNK	SiKi!
ziGgh	1	parasmaipada	AghrANe	0184	SiNG	SiGi!
ziJj	2	atmanepada	avyakte zabde	0019	SiYj	Siji!
ziT	1	parasmaipada	anAdare	0340	Siw	Siwa!
zil	6	parasmaipada	uJche	0089	Sil	Sila!
ziS	1	parasmaipada	hiMsArthaH	0783	Siz	Siza!
ziS	10	ubhayapada	asarvopayoge	0349	Siz	Siza!
ziS	7	parasmaipada	vizeSaNe	0014	Siz	Sizx!
zI	2	atmanepada	svapne	0026	SI	SIN
zIk	10	ubhayapada	bhASArthaH ca	0363	SIk	SIka!
zIk	1	atmanepada	secane	0078	SIk	SIkf!
zIbh	1	atmanepada	katthane ca	0444	SIB	SIBf!
zIla	10	ubhayapada	upadhAraNe	0419	SIla	SIla
zIl	1	parasmaipada	samAdhau	0601	SIl	SIla!
zuk	1	parasmaipada	gatau	0127	Suk	Suka!
zuc	4	ubhayapada	pUtIbhAve	0061	Suc	I!Suci!r
zuc	1	parasmaipada	zoke	0210	Suc	Suca!
zucy	1	parasmaipada	abhiSave	0590	Sucy	Sucya!
zuTh	10	ubhayapada	Alasye	0146	SuW	SuWa!
zuTh	1	parasmaipada	gatipratighAte pratighAte	0395	SuW	SuWa!
zuNTh	1	parasmaipada	gatipratighAte pratighAte ityeke	0396	SuRW	SuWi!
zuNTh	10	ubhayapada	zoSaNe	0147	SuRW	SuWi!
zudh	4	parasmaipada	zauce	0088	SuD	SuDa!
zun	6	parasmaipada	gatau	0062	Sun	Suna!
zundh	1	parasmaipada	zuddhau	0077	SunD	SunDa!
zundh	10	ubhayapada	zaucakarmaNi	0369	SunD	SunDa!
zubh	1	parasmaipada	bhASane bhAsana ityeke hiMsAyAmityanye	0500	SuB	SuBa!
zubh	6	parasmaipada	zobhArthe	0046	SuB	SuBa!
zubh	1	atmanepada	dIptau	0853	SuB	SuBa!
zumbh	1	parasmaipada	bhASane bhAsana ityeke hiMsAyAmityanye	0501	SumB	SumBa!
zumbh	6	parasmaipada	zobhArthe	0047	SumB	SumBa!
zulk	10	ubhayapada	atisarjane atisparzane	0110	Sulk	Sulka!
zulb	10	ubhayapada	mAne	0101	Sulb	Sulba!
zuS	4	parasmaipada	zoSaNe	0080	Suz	Suza!
zUra	10	atmanepada	vikrAntau	0444	SUra	SUra
zUr	4	atmanepada	hiMsAstambhanayoH hiMsastambhayoH	0052	SUr	SUrI!
zUrp	10	ubhayapada	ca mAne	0102	SUrp	SUrpa!
zUl	1	parasmaipada	rujAyAM saGghAte ca	0604	SUl	SUla!
zUS	1	parasmaipada	prasave	0773	SUz	SUza!
zRdh	1	ubhayapada	undane	0864	SfD	SfDu!
zRdh	10	ubhayapada	prasahane	0260	SfD	SfDu!
zRdh	1	atmanepada	zabdakutsAyAm	1014	SfD	SfDu!
zRR	9	parasmaipada	hiMsAyAm	0021	SF	SF
zel	1	parasmaipada	gatau	0623	Sel	Self!
zev	1	atmanepada	sevane ityapyeke	0580	Sev	Sevf!
zai	1	parasmaipada	pAke	1066	SE	SE
zo	4	parasmaipada	tanUkaraNe	0040	So	So
zoN	1	parasmaipada	varNagatyoH	0524	SoR	SoRf!
zauT	1	parasmaipada	garve	0325	SOw	SOwf!
zcut	1	parasmaipada	Asecane ityeke	0041	Scut	Scuti!r
zcyut	1	parasmaipada	kSaraNe	0042	Scyut	Scyuti!r
znath	1	parasmaipada	hiMsArthaH	0909	SnaT	SnaTa!
zmIl	1	parasmaipada	nimeSaNe	0596	SmIl	SmIla!
syand	1	atmanepada	prasravaNe	0865	syand	syandU!
cyu	1	atmanepada	gatau	1108	cyu	cyuN
zyai	1	atmanepada	gatau	1118	SyE	SyEN
sraMz	1	atmanepada	avasraMsane	0857	sraMS	sraMsu!
zraGk	1	atmanepada	gatau	0089	SraNk	Sraki!
zraGg	1	parasmaipada	gatyarthaH	0161	SraNg	Sragi!
zraN	1	parasmaipada	gatau dAne ca	0907	SraR	SraRa!
zraN	10	ubhayapada	dAne	0063	SraR	SraRa!
zratha	10	ubhayapada	daurbalye	0409	SraTa	SraTa
zrath	1	parasmaipada	hiMsArthaH	0908	SraT	SraTa!
zrath	10	ubhayapada	prayatne prasthAna ityeke	0019	SraT	SraTa!
zranth	10	ubhayapada	sandarbhe	0374	SranT	SranTa!
zranth	9	parasmaipada	sandarbhe	0048	SranT	SranTa!
zranth	1	atmanepada	zaithilye	0035	SranT	SraTi!
zram	4	parasmaipada	tapasi khede ca	0101	Sram	Sramu!
zrambh	1	atmanepada	pramAde	0458	SramB	SramBu!
zrA	2	parasmaipada	pAke	0048	SrA	SrA
zrA	1	parasmaipada	pAke	0922	SrA	SrA
zri	1	ubhayapada	sevAyAm	1044	Sri	SriY
zriS	1	parasmaipada	dAhe	0798	Sriz	Srizu!
zrI	9	ubhayapada	pAke	0003	SrI	SrIY
zru	1	parasmaipada	zravaNe	1092	Sru	Sru
zrai	1	parasmaipada	pAke	1067	SrE	SrE
zroN	1	parasmaipada	saGghAte	0525	SroR	SroRf!
zlaGk	1	atmanepada	gatau gatyarthaH	0090	SlaNk	Slaki!
zlaGg	1	parasmaipada	gatyarthaH	0162	SlaNg	Slagi!
zlath	1	parasmaipada	hiMsArthaH	0910	SlaT	SlaTa!
zlAkh	1	parasmaipada	vyAptau	0135	SlAK	SlAKf!
zlAgh	1	atmanepada	katthane	0122	SlAG	SlAGf!
zliS	1	parasmaipada	dAhe	0799	Sliz	Slizu!
zliS	4	parasmaipada	AliGgane	0083	Sliz	Sliza!
zliS	10	ubhayapada	zleSaNe	0059	Sliz	Sliza!
zlok	1	atmanepada	saGghAte	0081	Slok	Slokf!
zloN	1	parasmaipada	ca saGghAte	0526	SloR	SloRf!
zvaGk	1	atmanepada	gatyarthaH	0101	SvaNk	Svaki!
zvac	1	atmanepada	gatau	0190	Svac	Svaca!
zvaJc	1	atmanepada	gatau	0191	SvaYc	Svaci!
zvaTha	10	ubhayapada	samyagavabhASaNe	0393	SvaWa	SvaWa
zvaTh	10	ubhayapada	asaMskAragatyoH	0042	SvaW	SvaWa!
zvaNTh	10	ubhayapada	asaMskAragatyoH ityeke	0043	SvaRW	SvaWi!
zvabhr	10	ubhayapada	gatyAm ca	0117	SvaBr	SvaBra!
zvart	10	ubhayapada	gatyAm	0115	Svart	Svarta!
zval	1	parasmaipada	Azugamane	0630	Sval	Svala!
zvalk	10	ubhayapada	paribhASaNe	0053	Svalk	Svalka!
zvall	1	parasmaipada	Azugamane	0631	Svall	Svalla!
zvas	2	parasmaipada	prANane	0064	Svas	Svasa!
zvi	1	parasmaipada	gativRddhyoH	1165	Svi	wuo!Svi
zvit	1	atmanepada	varNe	0843	Svit	SvitA!
zvind	1	atmanepada	zvaitye	0010	Svind	Svidi!
STyai	1	parasmaipada	zabdasaGghAtayoH	1059	zwyE	zwyE
SThiv	1	parasmaipada	nirasane	0641	zWiv	zWivu!
SThiv	4	parasmaipada	nirasane kecidihemaM na paThanti	0004	zWiv	zWivu!
saMst	2	parasmaipada	svapne	0074	saMst	zasti!
sag	1	parasmaipada	saMvaraNe	0898	sag	zage!
saGket	10	ubhayapada	AmantraNe	0433	saNket	saNketa!
saGgrAma	10	atmanepada	yuddhe ayamanudAttet	0467	saNgrAma	saNgrAma
sac	1	ubhayapada	samavAye	0187	sac	zaca!
sac	1	atmanepada	secane sevane ca	1152	sac	zaca!
sajj	1	ubhayapada	gatau	0229	sajj	zasja!
saJj	1	parasmaipada	saGge	1142	saYj	zaYja!
saT	1	parasmaipada	avayave	0350	saw	zawa!
saTT	10	ubhayapada	hiMsAyAm	0128	saww	zawwa!
satra	10	atmanepada	santAnakriyAyAm	0448	satra	satra
sad	6	parasmaipada	vizaraNagatyavasAdaneSu	0163	sad	zadx!
sad	1	parasmaipada	vizaraNagatyavasAdaneSu	0990	sad	zadx!
sagh	5	parasmaipada	hiMsAyAm	0024	saG	zaGa!
san	8	ubhayapada	dAne	0002	san	zanu!
san	1	parasmaipada	sambhaktau	0535	san	zana!
sap	1	parasmaipada	samavAye	0466	sap	zapa!
sabhAja	10	ubhayapada	prItidarzanayoH prItisevanayorityeke	0429	saBAja	saBAja
sam	1	parasmaipada	avaikalye vaikalye	0963	sam	zama!
sam	4	parasmaipada	parimAne ityeke	0132	sam	samI!
samb	10	ubhayapada	sambandhane	0030	samb	zamba!
sarkS	1	parasmaipada	Adare iti kecit	0759	sarkz	zarkza!
sarj	1	parasmaipada	arjane	0257	sarj	zarja!
sarb	1	parasmaipada	gatau	0490	sarb	zarba!
sarv	1	parasmaipada	hiMsAyAm	0669	sarv	zarva!
sal	1	parasmaipada	gatau	0628	sal	zala!
sas	2	parasmaipada	svapne	0073	sas	zasa!
sah	4	parasmaipada	cakyarthe	0023	sah	zaha!
sah	10	ubhayapada	marSaNe	0341	sah	zaha!
sah	1	atmanepada	marSaNe	0988	sah	zaha!
sAdh	5	parasmaipada	saMsiddhau	0019	sAD	sADa!
sAntv	10	ubhayapada	sAmaprayoge	0051	sAntv	zAntva!
sAma	10	ubhayapada	sAntvaprayoge	0420	sAma	sAma
sAmb	10	ubhayapada	sambandhane ityeke	0032	sAmb	sAmba!
sAra	10	ubhayapada	daurbalye	0407	sAra	sAra
si	5	ubhayapada	bandhane	0002	si	ziY
si	9	ubhayapada	bandhane	0005	si	ziY
sic	6	ubhayapada	kSaraNe	0170	sic	zica!
siT	1	parasmaipada	anAdare	0341	siw	ziwa!
sidh	1	parasmaipada	gatyAm	0049	siD	ziDa!
sidh	4	parasmaipada	saMrAddhau	0089	siD	ziDu!
sinv	1	parasmaipada	secane ityeke sevana iti taraGgiNyAm	0674	sinv	zivi!
sibh	1	parasmaipada	hiMsArthaH ityeke	0498	siB	ziBu!
simbh	1	parasmaipada	hiMsArthaH ityeke	0499	simB	zimBu!
sil	6	parasmaipada	uJche	0090	sil	zila!
siv	4	parasmaipada	tantusantAne	0002	siv	zivu!
sIk	1	atmanepada	secane ityeke	0079	sIk	sIkf!
su	5	ubhayapada	abhiSave	0001	su	zuY
su	1	parasmaipada	prasavasaizvaryayoH	1091	su	zu
su	2	parasmaipada	prasavaizvaryayoH	0036	su	zu
sukha	10	ubhayapada	tatkriyAyAm	0475	suKa	suKa
suTT	10	ubhayapada	anAdare	0038	suww	zuwwa!
sur	6	parasmaipada	aizvaryadIptyoH	0066	sur	zura!
suh	4	parasmaipada	cakyarthe	0024	suh	zuha!
sU	2	atmanepada	prANigarbhavimocane	0025	sU	zUN
sU	4	atmanepada	prANiprasave	0027	sU	zUN
sU	6	parasmaipada	preraNe	0144	sU	zU
sUca	10	ubhayapada	paizunye	0412	sUca	sUca
sUtra	10	ubhayapada	veSTane vimocana ityanye	0450	sUtra	sUtra
sUd	1	atmanepada	kSaraNe	0025	sUd	zUda!
sUd	10	ubhayapada	kSaraNe	0242	sUd	zUda!
sUrkS	1	parasmaipada	Adare	0758	sUrkz	sUrkza!
sUrkSy	1	parasmaipada	IrSyArthaH	0586	sUrkzy	zUrkzya!
sUS	1	parasmaipada	prasave ityeke	0774	sUz	sUza!
sR	3	parasmaipada	gatau	0018	sf	sf
sR	1	parasmaipada	gatau	1085	sf	sf
sRj	4	atmanepada	visarge	0075	sfj	sfja!
sRj	6	parasmaipada	visarge	0150	sfj	sfja!
sRp	1	parasmaipada	gatau	1138	sfp	sfpx!
sRbh	1	parasmaipada	hiMsArthaH	0496	sfB	zfBu!
sRmbh	1	parasmaipada	hiMsArthau	0497	sfmB	zfmBu!
sek	1	atmanepada	gatau	0086	sek	sekf!
sel	1	parasmaipada	gatau ityeke	0624	sel	zelf!
sev	1	atmanepada	sevane	0574	sev	zevf!
sai	1	parasmaipada	kSaye	1063	sE	zE
so	4	parasmaipada	antakarmaNi	0042	so	zo
skand	1	parasmaipada	gatizoSaNayoH	1134	skand	skandi!r
skambh	9	parasmaipada	rodhana ityeke stambha iti mAdhavaH	0009	skamB	skamBu!
skambh	1	atmanepada	pratibandhe	0452	skamB	skaBi!
sku	9	ubhayapada	Apravane	0006	sku	skuY
skund	1	atmanepada	ApravaNe	0009	skund	skudi!
skumbh	9	parasmaipada	rodhana ityeke dhAraNa ityanye	0010	skumB	skumBu!
skhad	1	atmanepada	skhadane skhadir avaparibhyAM ca na mit 1954	0872	sKad	sKada!
skhal	1	parasmaipada	saJcalane mit iti bhojaH 0931	0625	sKal	sKala!
stak	1	parasmaipada	pratighAte pratIghAte	0891	stak	zwaka!
stana	10	ubhayapada	devazabde	0398	stana	stana
stan	1	parasmaipada	zabde	0532	stan	zwana!
stam	1	parasmaipada	avaikalye vaikalye	0964	stam	zwama!
stambh	1	atmanepada	pratibandhe	0451	stamB	zwaBi!
stambh	9	parasmaipada	rodhana ityeke stambha iti mAdhavaH	0007	stamB	stamBu!
sthal	1	parasmaipada	sthAne	0970	sTal	zWala!
stigh	5	atmanepada	Askandane	0021	stiG	zwiGa!
stip	1	atmanepada	kSaraNArthaH	0422	stip	zwipf!
stim	4	parasmaipada	ArdrIbhAve	0019	stim	zwima!
stIm	4	parasmaipada	ArdrIbhAve	0020	stIm	zwIma!
stu	2	ubhayapada	stutau	0038	stu	zwuY
stuc	1	atmanepada	prasAde	0199	stuc	zwuca!
stup	10	ubhayapada	STUpa! samucchrAye	0190	stup	zwupa!
stup	4	parasmaipada	samucchrAye	0151	stup	zwupa!
stubh	1	atmanepada	stambhe	0460	stuB	zwuBu!
stumbh	9	parasmaipada	rodhana ityeke niSkoSaNe ityanye	0008	stumB	stumBu!
stUp	10	ubhayapada	samucchrAye ityeke	0191	stUp	zwUpa!
stUp	4	parasmaipada	samucchrAye ityeke	0152	stUp	zwUpa!
stR	5	ubhayapada	AcchAdane	0006	stf	stfY
stRkS	1	parasmaipada	gatau	0751	stfkz	zwfkza!
stRh	6	parasmaipada	hiMsArthaH	0076	stfh	stfhU!
stRR	9	ubhayapada	AcchAdane	0017	stF	stFY
stena	10	ubhayapada	caurye	0439	stena	stena
step	1	atmanepada	kSaraNArthaH	0423	step	zwepf!
stai	1	parasmaipada	veSTane zobhAyAM cetyeke	1071	stE	zwE
stom	10	ubhayapada	zlAghAyAm	0468	stom	stoma!
styai	1	parasmaipada	zabdasaGghAtayoH	1058	styE	styE
strakS	1	parasmaipada	gatau	0749	strakz	zwrakza!
sthag	1	parasmaipada	saMvaraNe	0899	sTag	zWage!
sthA	1	parasmaipada	gatinivRttau	1077	sTA	zWA
sthuD	6	parasmaipada	saMvaraNe	0118	sTuq	sTuqa!
sthUla	10	atmanepada	paribRMhaNe	0446	sTUla	sTUla
snas	4	parasmaipada	nirasane	0006	snas	zRasu!
snA	2	parasmaipada	zauce mit anupasargAdvA 1946	0047	snA	zRA
snih	4	parasmaipada	prItau	0097	snih	zRiha!
snih	10	ubhayapada	snehane	0055	snih	zRiha!
snu	2	parasmaipada	prasravaNe	0033	snu	zRu
snus	4	parasmaipada	adane! AdAna ityeke! adarzana ityapare	0005	snus	zRusu!
snuh	4	parasmaipada	udgiraNe	0096	snuh	zRuha!
snai	1	parasmaipada	veSTane zobhAyAM cetyeke	1072	snE	zRE
spand	1	atmanepada	kiJciccalane	0014	spand	spadi!
spardh	1	atmanepada	saGgharSe	0003	sparD	sparDa!
spaz	10	atmanepada	grahaNasaMzleSaNayoH	0200	spaS	spaSa!
spaz	1	ubhayapada	bAdhanasparzanayoH	1032	spaS	spaSa!
spR	5	parasmaipada	prItipAlanayoH prIticalanayorityanye	0014	spf	spf
spRz	6	parasmaipada	saMsparzane	0158	spfS	spfSa!
spRha	10	ubhayapada	IpsAyAm	0410	spfha	spfha
sphar	6	parasmaipada	saJcalane ityanye	0123	sPar	sPara!
sphal	6	parasmaipada	saJcalane ityanye	0124	sPal	sPala!
sphAy	1	atmanepada	vRddhau	0560	sPAy	sPAyI!
sphiT	10	ubhayapada	snehane ityeke	0129	sPiw	sPiwa!
sphiTT	10	ubhayapada	hiMsAyAm	0056	sPiww	sPiwwa!
sphuT	10	ubhayapada	bhedane	0247	sPuw	sPuwa!
sphuT	6	parasmaipada	vikasane	0100	sPuw	sPuwa!
sphuT	1	atmanepada	vikasane	0293	sPuw	sPuwa!
sphuT	1	parasmaipada	vizaraNe	0379	sPuw	sPuwi!r
sphuD	6	parasmaipada	saMvaraNe	0125	sPuq	sPuqa!
sphuNT	1	parasmaipada	vizaraNe ityapi kecit	0380	sPuRw	sPuwi!
sphuNT	10	ubhayapada	ityapi parihAse	0005	sPuRw	sPuwi!
sphuND	10	ubhayapada	parihAse	0004	sPuRq	sPuqi!
sphuND	1	atmanepada	vikasane	0311	sPuRq	sPuqi!
sphur	6	parasmaipada	saJcalane sphura! sphuraNa ityeke	0121	sPur	sPura!
sphurch	1	parasmaipada	vistRtau	0241	sPurC	sPurCA!
sphul	6	parasmaipada	saJcalane	0122	sPul	sPula!
sphUrj	1	parasmaipada	vajranirghoSe	0268	sPUrj	wuo!sPUrjA!
smi	10	ubhayapada	anAdare ityeke	0058	smi	zmiN
smi	1	atmanepada	ISaddhasane	1099	smi	zmiN
smiT	10	ubhayapada	anAdare	0057	smiw	smiwa!
smIl	1	parasmaipada	nimeSaNe	0597	smIl	smIla!
smR	5	parasmaipada	prItipAlanayoH prIticalanayorityanye ityeke	0015	smf	smf
smR	1	parasmaipada	AdhyAne	0919	smf	smf
syam	1	parasmaipada	zabde	0960	syam	syamu!
syam	10	atmanepada	vitarke	0216	syam	syama!
sraGk	1	atmanepada	gatau	0088	sraNk	sraki!
srambh	1	atmanepada	pramAde ityeke	0459	sramB	sramBu!
sriv	4	parasmaipada	gatizoSaNayoH	0003	sriv	srivu!
sru	1	parasmaipada	gatau	1090	sru	sru
srek	1	atmanepada	gatau	0087	srek	srekf!
srai	1	parasmaipada	pAke iti keSucitpAThaH	1068	srE	srE
srok	1	atmanepada	saGghAte iti pAThAntaram	0082	srok	srokf!
svaGk	1	atmanepada	gatyarthaH ityeke	0114	svaNk	zvaki!
svaJj	1	atmanepada	pariSvaGge	1131	svaYj	zvaYja!
svad	1	atmanepada	AsvAdane	0018	svad	zvada!
